CFE-0115-CACON-0046-2023,Anexo 7 Garantía de Cumplimiento 140322.doc,Anexo 7 Garantía de Cumplimiento 140322,22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1314916
CFE-0115-CACON-0046-2023,Anexo 6 Garantía de Anticipo 140322.doc,Anexo 6 Garantía de Anticipo 140322,22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1314915
CFE-0115-CACON-0046-2023,Anexo 5 Programa de Eventos DGN 50 2023.pdf,Anexo 5 Programa de Eventos DGN 50 2023,22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1314914
CFE-0115-CACON-0046-2023,ANEXO 4.zip,ANEXO 4,22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1314910
CFE-0115-CACON-0046-2023,Anexo 3 Contrato Obra a Precios Unitarios 140322.docx,Anexo 3 Contrato Obra a Precios Unitarios 140322,22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1314909
CFE-0115-CACON-0046-2023,ANEXO 2 PARTE 7 DE 7.zip,ANEXO 2 PARTE 7 DE 7,22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1314908
CFE-0115-CACON-0046-2023,ANEXO 2 PARTE 6 DE 7.zip,ANEXO 2 PARTE 6 DE 7,22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1314907
CFE-0115-CACON-0046-2023,ANEXO 2 PARTE 5 DE 7.zip,ANEXO 2 PARTE 5 DE 7,22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1314906
CFE-0115-CACON-0046-2023,ANEXO 2 PARTE 4 DE 7.zip,ANEXO 2 PARTE 4 DE 7,22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1314905
CFE-0115-CACON-0046-2023,ANEXO 2 PARTE 3 DE 7.zip,ANEXO 2 PARTE 3 DE 7,22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1314904
CFE-0115-CACON-0046-2023,ANEXO 2 PARTE 2 DE 7.zip,ANEXO 2 PARTE 2 DE 7,22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1314903
CFE-0115-CACON-0046-2023,ANEXO 2 PARTE 1 DE 7.zip,ANEXO 2 PARTE 1 DE 7,22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1314902
CFE-0115-CACON-0046-2023,Anexo 1 Encuesta Concursantes 140322.doc,Anexo 1 Encuesta Concursantes 140322,22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1314901
CFE-0100-CASAN-0084-2023,CONVOCATORIA Y PLIEGO DE REQUISITOS CFE-0100-CASAN-0084-2023 REHABILITACIÓN DE TRANSFORMADOR DE POTENCIA ZONA CARMEN.docx,CONVOCATORIA Y PLIEGO DE REQUISITOS CFE-0100-CASAN-0084-2023 REHABILITACIÓN DE TRANSFORMADOR DE POTENCIA ZONA CARMEN,22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1315249
CFE-0100-CASAN-0084-2023,Anexo 7-A.xlsx,Anexo 7-A,22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1315232
CFE-0100-CASAN-0084-2023,ESPECIFICACIONES CFE-K0000-10 REPARACIÓN TRANSFORMADORES DE POTENCIA.pdf,ESPECIFICACIONES CFE-K0000-10 REPARACIÓN TRANSFORMADORES DE POTENCIA,22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1314988
CFE-0100-CASAN-0084-2023,ANEXO 2 Anexo Técnico CFE-0103-CASAN-0084-2023.pdf,ANEXO 2 Anexo Técnico CFE-0103-CASAN-0084-2023,22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1314987
CFE-0100-CASAN-0084-2023,MODELO DE CONTRATO EN MATERIA DE SERVICIOS.pdf,MODELO DE CONTRATO EN MATERIA DE SERVICIOS,22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1314954
CFE-0100-CASAN-0084-2023,MANUAL DE USUARIOS PROVEEDORES Y CONTRATISTAS.pdf,MANUAL DE USUARIOS PROVEEDORES Y CONTRATISTAS,22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1314952
CFE-0100-CASAN-0084-2023,LINEAMIENTOS DE SEGURIDAD Y SALUD EN EL TRABAJO DE PROVEEDORES Y CONTRATISTAS ANEXOS.pdf,LINEAMIENTOS DE SEGURIDAD Y SALUD EN EL TRABAJO DE PROVEEDORES Y CONTRATISTAS ANEXOS,22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1314950
CFE-0100-CASAN-0084-2023,Capitulo 100 Distribución.pdf,Capitulo 100 Distribución,22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1314949
CFE-0105-CACON-0055-2023,ANEXOS CFE-0105-CACON-0055-2023.rar,ANEXOS CFE-0105-CACON-0055-2023,22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1314292
CFE-0105-CACON-0055-2023,Convocatoria CFE-0105-CACON-0055-2023.pdf,Convocatoria CFE-0105-CACON-0055-2023,22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1314291
CFE-0112-CACON-0201-2023,03 ANEXO PLIEGO CFE 0112 CACON 0201 2023.zip,03 ANEXO PLIEGO CFE 0112 CACON 0201 2023,22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1315139
CFE-0112-CACON-0201-2023,02 PLIEGO DE REQUISITOS CFE 0112 CACON 0201 2023.pdf,02 PLIEGO DE REQUISITOS CFE 0112 CACON 0201 2023,22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1315138
CFE-0112-CACON-0201-2023,01 CONVOCATORIA CFE 0112 CACON 0201 2023.pdf,01 CONVOCATORIA CFE 0112 CACON 0201 2023,22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1315137
CFE-0105-CACON-0058-2023,Pliego de Requisitos CFE-0105-CACON-0058-2023.pdf,Pliego de Requisitos CFE-0105-CACON-0058-2023,22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1315151
CFE-0105-CACON-0058-2023,Convocatoria CFE-0105-CACON-0058-2023.pdf,Convocatoria CFE-0105-CACON-0058-2023,22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1314452
CFE-0105-CACON-0058-2023,Planos 5.zip,Planos 5,22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1314450
CFE-0105-CACON-0058-2023,Planos 4.zip,Planos 4,22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1314449
CFE-0105-CACON-0058-2023,Planos 3.zip,Planos 3,22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1314448
CFE-0105-CACON-0058-2023,Planos 2.zip,Planos 2,22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1314447
CFE-0105-CACON-0058-2023,Planos 1.zip,Planos 1,22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1314446
CFE-0105-CACON-0058-2023,ANEXOS CFE-0105-CACON-0058-2023.rar,ANEXOS CFE-0105-CACON-0058-2023,22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1314445
CFE-0500-CASAT-0003-2023,Encuesta a Concursantes.docx,Encuesta a Concursantes,22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1315111
CFE-0500-CASAT-0003-2023,"Doc. Anexo 1 del Pliego, 4 de 4.zip","Doc. Anexo 1 del Pliego, 4 de 4",22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1315110
CFE-0500-CASAT-0003-2023,"Doc. Anexo 1 del Pliego, 3 de 4.zip","Doc. Anexo 1 del Pliego, 3 de 4",22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1315109
CFE-0500-CASAT-0003-2023,"Doc. Anexo 1 del Pliego, 2 de 4.zip","Doc. Anexo 1 del Pliego, 2 de 4",22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1315102
CFE-0500-CASAT-0003-2023,"Doc. Anexo 1 del Pliego, 1 de 4.zip","Doc. Anexo 1 del Pliego, 1 de 4",22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1315101
CFE-0500-CASAT-0003-2023,Anexo 15 Manual_MSC_Proveedores_Contratistas_V5.pdf,Anexo 15 Manual_MSC_Proveedores_Contratistas_V5,22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1315100
CFE-0500-CASAT-0003-2023,Anexo 4. Modelo de Contrato de Bienes y Servicios.docx,Anexo 4. Modelo de Contrato de Bienes y Servicios,22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1315098
CFE-0500-CASAT-0003-2023,"Anexo 2, Anexos del anexo técnico.zip","Anexo 2, Anexos del anexo técnico",22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1315096
CFE-0500-CASAT-0003-2023,"Anexo 2, Programa de entregas.pdf","Anexo 2, Programa de entregas",22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1315095
CFE-0500-CASAT-0003-2023,"Anexo 2, Anexo técnico.pdf","Anexo 2, Anexo técnico",22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1315094
CFE-0500-CASAT-0003-2023,Convocatoria y Pliego de requisitos.pdf,Convocatoria y Pliego de requisitos,22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1315093
CFE-0112-CACON-0202-2023,Anexos Pliego requisitos CACON 0202 2023 5 de 5.rar,Anexos Pliego requisitos CACON 0202 2023 5 de 5,22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1315240
CFE-0112-CACON-0202-2023,Anexos Pliego requisitos CACON 0202 2023 4 de 5.rar,Anexos Pliego requisitos CACON 0202 2023 4 de 5,22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1315239
CFE-0112-CACON-0202-2023,Anexos Pliego requisitos CACON 0202 2023 3 de 5.rar,Anexos Pliego requisitos CACON 0202 2023 3 de 5,22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1315238
CFE-0112-CACON-0202-2023,Anexos Pliego requisitos CACON 0202 2023 2 de 5.rar,Anexos Pliego requisitos CACON 0202 2023 2 de 5,22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1315234
CFE-0112-CACON-0202-2023,Anexos Pliego requisitos CACON 0202 2023 1 de 5.rar,Anexos Pliego requisitos CACON 0202 2023 1 de 5,22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1315233
CFE-0112-CACON-0202-2023,PLIEGO DE REQUISITOS CFE-0112-CACON-0202-2023.pdf,PLIEGO DE REQUISITOS CFE-0112-CACON-0202-2023,22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1315231
CFE-0112-CACON-0202-2023,CONVOCATORIA CFE-0112-CACON-0202-2023.pdf,CONVOCATORIA CFE-0112-CACON-0202-2023,22/05/2023,https://msc.cfe.mx/Aplicaciones/NCFE/Concursos/Procedure/GetAnexo/1315230
